text,label
"Your side sounds more ""against gun control"". Responsible people, in my opinion, are the ones who have been trained and are armed with guns under government authorization. Which is quite rarely an average american citizen. You state, ""but theres some people who use them for the wrong reason and that is what makes little familys cry because there loved one was gunned down by a horable person ;((((((((((("". That quote is much more for the ""against side"" and hurts your arugment",disagreed
"This comment should be under brads comment instead of on the ""arguments for"" side.",disagreed
"This comment should be under the comment instead of on the ""arguments for"" side. This side is for your individual comments, as to debate with you, guns should not be aloud in the hands of citizens because it is the gun that kills the people, the person.
If the person was responsible, you could take the gun out of the situation and someone would still die, this is not true. The gun is what is directly taking the human life. To say that quote is false is just commonly statisticly untrue, as stated in my argument Against; ""For example, during a year when over 5,000 teens and children died from gun wounds in the USA, in Great Britain, where gun ownership is very restricted, 19 teens and children died from gun wounds.""",disagreed
"Although its not your idea, i think its still well formed. My dispute is that hunting and other recreational guns should be stored safely in the place where the recreation is taking place. For example, hunting guns should be stored under lock and key at those hunting grounds, then checked out and returned as not to take them home cause harm to non-deer life like humans.
As for the topic of self defense, guns should not be used as a common self defense. Why?
Lets use a simple example, your walking home in the dark its quite and you think someones following you so have your hand on the gun and keep walking, looking back. Suddenly a car pulls in front of you, startled you naturally turn around and shoot. Theirs no one behind you, but an innocent dead driver in front of you.
Its simple ""accidents"" like these account for most deaths. Having something less likely to kill a person, such as a taser, is much safer. Some people may argue that it doesnt do enough damage to defend somone, but taserd stop your muscles from moving, stopping whoever right in their tracks, alive. We should stop using guns for defense like we do, nothing that deadly should be so self conscious.",disagreed
"Even if a background check is preformed and comes out clean, most americans have no history of gun safety. Also, though americans may be ""law abiding"" they still are animals and have natural reactions, there is NO human alive that hasnt been startled before or scared. Its those feelings that provoke gun use as a defense in the first place. If you want defense against intruders, try a home alarm system, a loud barking dog will even warn you without killing someone. If you want to stop someone, use another form of defense like a taser. Some people may say, but what if they have a gun? If there was gun control, that couldnt be the case, yes there will always be violent people, but without guns there would be less dead people. At school no one has a gun, its just how it is, and in the cases where one was entered into the environment, there was a set plan to stay safe and the deaths are obviously lower from that event, then they would be if guns were aloud daily. Guns make room for emotional mistakes and kill the need for restraint.
I do think gun control will help this country and i am not mistaken. If criminals keep their guns, they wont be able to use them. Why? People if no one had a gun in an area and one single shot was heard, the whole area would be on alert for that one shot and the gun would get confiscated. In countries like great britan where there is strict gun control, this happens all the time. If we just assume its useless cause we have some criminals and just have to bare arms to balance it out then its just twice as dangerous, two lefts don't make a right.
Anyone that is considered a ""criminal"" is on record by the US government and will be searched before the citizens for that reason. The government is smart enough to realize that criminals would have guns, its not something thats just overlooked.",disagreed
"This comment should be under brads statement, but to dispute. Timing may just be a statement but the guns are still the main focus. Guns shouldnt be allow because the defenders want to shoot just as much as the intruders. I think i covered this in more detail when i explained the pros of having citizens being gun free.
Even ""If criminals keep their guns"",(if we were to confiscate all guns) "" they wont be able to use them. If no one had a gun in an area and one single shot was heard, the whole area would be on alert for that one shot and the gun would get confiscated. In countries like great britan where there is strict gun control, this happens all the time.
If we just assume its useless cause we have some criminals and just have to bare arms to balance it out then its just twice as dangerous, two lefts don't make a right.
Anyone that is considered a ""criminal"" is on record by the US government and will be searched before the citizens for that reason. The government is smart enough to realize that criminals would have guns, its not something thats just overlooked.""",disagreed
"The about 80% of the ""general public"" dont even know a thing about gun safety. Although i agree that criminals should not possess guns, at least most of them know how to use it. Citizens trying to protect themselves should use something that wont kill people with a flick of a finger. Pepper spray can blind, tasers will stop someone wherever they stand, guns click and kill.
I said this in jacobs dispute, but if people were the ones killing people then it wouldnt matter if there was a gun involved.
Umm heres a visual
Person+Gun= -Person
(A person with a gun kills a person)
Take out the gun cause your saying its not its fault...
Person=-Person
If the gun wasnt responsible, and its the persons fault, then it wouldnt matter if the gun was there or not. But infact it makes quite the difference.
Your point about criminals finding illegal guns is just like illegal guns, something just cant be completely erased. But saying outlawing them would make gun rate increase cause they are illegal makes no logical sense. Take a place like school, we have no guns here, and in cases where shootings happen, its much less then i would be if people had guns everyday. Same goes for a biggerscale like the USA. We also have all been trained with the lock down drill, and im certain the government would issue something like that as well.
The people behind the guns ""defending"" themselves are just as trigger happy as any intruder. To just say guns should be aloud because criminals have them, is childish and we need to age past barbaric murder caused by guns.",disagreed
"The bill of rights does not state the an individual citizen has their own right to have their own gun, id read up on that before making that statement. People who live in a bad neighbor hood can move, or live in a protected shelter if moving is not an option. People who consider a neighborhood unsafe often think so because of guns. I myself often think ""someones gonna come out and shoot me"" when walking through bad neighborhoods. If citizens didn't have guns, that would make everyone feel that much safer. In unsafe neighborhoods, there would be one less worry of not getting hurt by some irresponsible citizen with a gun.",disagreed
"I feel like im repeating myself. But to simplify what ive been saying, if the government had gun control they would start out with the high risk people such as criminals and work their way down. Not having guns would be an overall safer environment. A common environment like this is school. Some people argue that there are still school shootings and this is true and also related to your idea of ""its just how things work."" While their are school shooting they are vary rare, just like america would be if we didnt have guns. Schools also are prepared, remember doing those lock down drills? Our country would prepare us the same way. School shootings cause far less deaths then if schools were aloud on a daily bases to everyone (like america now). We should leave guns to the professionals and if we need to feel safe, we should protect ourselves without killing someone else.",disagreed
"Guns dont need a rule book, people need to be trained in what they are using and most citizen have never taken a gun safety course. People do have rights but they should not have the right to end someones life because they were scared the MIGHT loose their own, and thats the self defense argument. If you wanna feel safe there are so many less barbaric and deadly options then a gun. We are humans, not deer. If you pepper spray and tase an intruder, what more can they do? They cant see or move...so they cant shoot you and they are still alive. We do have a free country, we should make it safe too.",disagreed
"That person does not look crazy at all, he appears to be a person who happens to like guns and is responsible enough to go to a shooting range.
By taking away guns from the average citizen you are only allowing the criminals easy access seeing as they will not give up their guns.",disagreed
"So your argument against people owning guns is that since some people might make stupid mistakes then it is okay to punish everyone?
With that logic we might as well ban cars because some people will get in wrecks from being bad drivers, ban alcohol because some people drink too much, and ban kitchen utensils because some people stab themselves.",disagreed
"Guns play a huge role in intimidation as well. If I am strapped for cash and decide that the only way to make any money would be to rob somebody, I think I'd rather rob a store without a gun than a store with a gun. They can be used for bad things, but legal guns are typically used for good or for protection from illegal guns.",disagreed
"Although I'm against guns, what you are saying is absolutely correct.As far as Americas majority of people who do want gun rights, they are in a pretty good position.As i said in my first argument, my husband is all for guns and is one of those affected by Australia's recent gun laws. My hubby ""wishes he had your gun rights America, so be grateful""....Personally i think its the reason behind half your problems... however my hubby,(in this moment i am typing) just rebutted me by saying that in Switzerland, they encourage, that all their citizens have a gun.",agreed
"Guns are bad period. Dont assume that ""the upperclass"" are any less capable of using them in a corrupted fashion.Remember human nature is human nature. No-one is exempt from human nature.Time has proved again and again Anyone is capable of snapping.",disagreed
"You shouldn't use your schools "" gun-free enviroment"" as an argument. It doesn't hold much weight. When I was in school... do you know how many drug deals I saw take place in my school (and took place in...-snicker-)? Did you also know my school was (still is) a drug-free enviroment? It's quite amusing actually.....what comforts people's minds. It's the simple things. You can paint the world whatever color you want. It's still a cruel world. It's still full of thieves and murderers. You can make yourself as vulnerable as you want. I'll make myself as protected as I can.",disagreed
"First of all its not in the constitution itself, its simply an amendment, i think you should read about what your talking about before you go and time up and argument on it.
Here is the a the direct quote
A well regulated Militia, being necessary to the security of a free State, the right of the people to keep and bear Arms, shall not be infringed.
In oder for the state to be secure we cannot have deadly weapons used for looks like they are some new type of hot wheels made for fun and looks. Your constitutional right is to keep and bare arms, not guns, and for the safety of the state and all in it we need to take away simple dangers for citizens, cause eventually we need to stop playing with hot wheels and grow up.",disagreed
"This is a high school debate, for a history class, anyone not in it like yourself is banned and anyone else floating in here and reading this don't bother typing you are not a high school student and need to find something else to busy yourself with that interrupting out education activity.
Thank you",disagreed
I recommend you get sober or take a happy pill and stop debating with high schoolers who can form better thoughts then you.,disagreed
"ok then.
So do cars, trains, boats, planes, stoves, showers, bathtubs, ....uh wait a sec...did you mean that people can use guns to kill people?
My bad!",disagreed
"do you mean a gun should not be the fall back defensive???
The gun is a weapon made for the peasents, for those soldiers who couldnt take years to train. Of all the other weapons in the world the gun is the most efficient for self defense, taking little training and thought to use. Are you saying a knife would work better when the majority of Americans dont even know how to use a knife??? They would end up cutting themselves let alone their assaulters. If one had a gun, a single warning shot in the air will make them run before the need of killing. however one still needs to have the killing intent or they will be attacked and be in a tausle for the gun.",disagreed
"if you need to take the ""time to find your gun if you are taken hostage"" i surely hope you do not have a gun and more importantly have anyone who would do something bad if they found it.",disagreed
"It's not that hard to learn how to use a gun. I'm 15, and in just 3 hours, when I was 12 years old, I learned how to safely use a rifle, pistol, and shotgun.
Why can we trust the people LIKE US in the military with automatic weapons, tanks, and explosives to defend our own country but we can't trust ourselves to defend our own lives?
I do, however, agree with the fact anyone willing to buy a gun should take some kind of safety course or such, and we should make it a law.",disagreed
"Even if guns were banned, things wouldn't really be much safer. The people committing gun crimes are usually not getting them legitimately in the first place. People cannot be expected to ""move"" every time they perceive a potential threat. Banning guns is not the answer.",disagreed
Guns serve a useful purpose in self defense because they reduce the amount of money and strain on the court system to imprison the offender. Dead people can't waste government resources.,disagreed
"Can you please give me a link to where you found your statistics? They are so interesting I somewhat doubt them (no offense.) By the way, Modern Warfare 2 teaches tactics.",disagreed
"The government should NOT have the power to take away our guns-- If you want to carry a gun, you have the right to do so.",agreed
"""Not in USA or UK anyway""---ok we give india all the guns then ? yeh you would like that wouldnt you? dont worry the world is giving in to all of indias demands KINDA. you dont need to to take our guns , just ask ,we will give you cunts them too no doubt.",disagreed
"Well actually I was referring to Finland or Switzerland who have high numbers of gun ownership and low numbers of gun crime.
You wouldn't know though. Fuckface.",disagreed
You can't kill someone by mistake you have to make a decision to point the gun and pull the trigger.,disagreed
"Do you carry car keys or a cellular phone around with you? How about a belt? I know how to kill people very easily with all three of those items. I'm sure if someone was intent on killing a person, they could learn how to kill with those items as well. But I have never killed anyone though, and I never intend to. What it really boils down to is that a gun is only a tool. If someone is deranged enough to start killing innocent people, it won't really matter whether they can have a gun or not, they will simply use another tool. And since there aren't mass murderings on a regular basis (in civilized countries anyways) it's fairly safe to assume that there aren't very many homicidal maniacs out there.",disagreed
"But gun control won't get rid of the guns. Does prohibition get rid of drugs? Even if we do eradicate them, people will just use some other efficient device like nukes to mass murder eachother",disagreed
"It's not about removing guns completely its about making gun control laws more stringent so that tragedies like the recent one in Arizona are avoided. If people weren't allowed to simply walk into a gun show and purchase a weapon with no background check, if people were required to have a license it becomes more difficult for criminals and for people who intend to misuse their guns, to acquire them, while still allowing for law abiding citizens to own and buy guns.",disagreed
"That could have been because 1) they were on drugs at the time, and didn't have their senses with them 2) most homeowner don't have guns anymore 3) they were scared shitless, but they didn't admit it because it would make them look like a pansy. There could be many more reasons other than:

In fact, most armed homeowners, when faced with an intruder, are able to kill it or hold it for police without much trouble because they are far better oriented with their home than the intruder. They also have much better mental faculties.

Not when it's a life or death situation. You can't know until you've been in one.

the abundance and attainability of weapons also work to the advantage of the law abider. You have much better chances when you can defend yourself.",disagreed
"Please read what you typed and then attempt to make a poignant statement. I'm against gun control as well as I'm against the ""War on Drugs"". Whatever you're on? Fine by me. You should be allowed to do to your person whatever you wish without reprisal from the criminals in DC as long as you do not hurt anyone else.
There is no debate regarding the Constitutionality of firearm ownership other than by those who wish to subvert the intentions of the Constitution and thereby have no honor and aren't worthy of the air they steal from those who are worthy.",disagreed
"I gather when Federal law allowed slavery, that was OK? The Constitution was written on a then 8th grade reading level and doesn't require a law degree to interpret. Considering this nation is moving at a rapid pace towards that depicted in the movie Idiocracy, I can understand your inability to read and interpret a simple document that was written to make you a free person.
If you don't like freedom? Fine. If you wish to take mine? Wear body armor.",disagreed
"I am well armed and have no firearm that has jumped off a shelf and committed the heinous crimes that are typically attributed to firearms.
This debate is for the simple minded and those who engage in it generally pull figures/statistics out of their ass without any knowledge and/or personal experience handling these horrific tools.
A firearm is nothing more than a tool. I own no firearm that has taken human life so whining about ""what ifs"" only makes those posing such questions look like semi-literate imbeciles.
How many people perished due to negligent care in hospitals and misdiagnosed maladies by their physician?",agreed
"Aww, Democrat. Can't use facts so you just make stuff up? No wonder Democrat is in your name. Gun violence is not getting worse.",disagreed
"In Switzerland it is common policy that the citizens are equipped with and trained in firearms, they too are peaceful. If you look at the big picture, violence in a society doesn't reliably correlate with gun control. I would argue that it's a combination of cultural values and corruption (like poverty, citizen's rights, etc.).",disagreed
"China, South Africa, and Russia have strict laws regarding weapons and they are not peaceful.",disagreed
"Jumping from buildings or bridges is a common suicide method in Japan. However, my original statement is not only my personal opinion, but also the opinion of one of America's leading criminal psychologists.",disagreed
"


It wasn't an opinion, it was a statement of two facts that do not correlate.
For example: France has some of the world's finest wines, it is also recently very culturally diverse.
Gun laws don't make a peaceful society. Just recently a shooting spree occurred in the UK, which has stringent gun laws, and the weapon was licensed.",disagreed
"What 'wasn't an option'?
Robert K. Ressler - a prominent American criminal psychologist - wrote in one of his books that Japan has a very peaceful society, which is caused by their lack of weaponry. He then contrasted Japan to America, a ruthless and excessively violent nation that terrifies the Japanese people.",disagreed
"Opinion. What you wrote were two fact-sentences. An opinion reads like ""I think"" or ""I feel"" etc.

They can be wrong you know, but going on...

Judging him by what you wrote, he sounds either inept or political.
There are many countries out there with differing levels of gun control. Of the stringent countries, some like Brazil still have high amounts of gun violence, others like Japan do not. Of the laxer countries, Switzerland is very safe but the US has high amounts of gun crime.
In spite of this inconsistency, gun laws are often pushed for out of fear rather than rationality. People look for things to blame, and aren't satisfied as much with abstract concepts like income disparity, inequality, they would rather blame an object.",disagreed
How about those of us who enjoy weapons for recreational purposes? It's pretty mundane to only have a pistol or rifle.,disagreed
"My sentiments exactly when you say that paranormal phenomena isn't real. I always tell you that that is your opinion, but you will not cooperate.
Do I detect a hint of hypocrisy here?

As can all those scientists you atheists love to quote.

He wrote that book fifteen years ago. Perhaps things have changed?",disagreed
The Second Amendment wasn't to give permission for recreational gun usage. It was for protection. I only see weapons as justifiable insofar as they are reasonable protection.,disagreed
"


It is also about ownership. One of the sections mentions a militia, but the other specifies ownership, and I don't believe that it was written in the spirit of limited utility, but as a general right.
Besides, how do you expect to get good enough at shooting if not recreationally?",disagreed
"Not opinion, more like scientific consensus.

I don't quote scientists.

I don't think so, gun violence has existed since the invention of firearms.",disagreed
"Fan studies have long located localized resistances within the cultural productions and practices associated with fandom, looking at http://www.bookwormlab.com/writing-essays how fan fiction, say, might lead to new understandings of gender, and race.",disagreed
"Ummm....have you ever been in a bar, possibly seen a fight or two break our. OK, now give the particapints guns, even you can see where this is going and thats just one of many examples of humans acting on basic urges/impulses! To be human is to be fallable!",disagreed
"That's true, but what people aren't told is that the number of deaths are just below 50.
Criminals don't care about gun bans, so a gun ban only takes guns out of the hands of law abiding citizens.""I believe I read not long ago that there are close to 300 million legally owned firearms in the United States. With a house full of guns on every corner, where do you think criminals get them from?
80% of all deaths from firearms are from illegally bought guns, either smuggled in from another state or over the boarder from Mexico (in the US anyway).
Every single massacre has been in a gun controlled area. Columbine, Albertville, Virginia, whereas not a single one has been in places where citizens have been allowed to carry guns. A natural response would be more gun regulation is going to help, but people need to look at the facts rather than just ideology. Think about it: if you were a madman and you wanted to kill as many people as possible, would you rather go to a gun-free area or an area where most people are carrying guns.
Gun regulation is based upon the misled knowledge that if you give a gun to the average person, they will go about trying to kill as many people as possible, but in actual fact the average person is relatively good and sane enough not to do that. The government can stop law abiding citizens from protecting themselves, but they can never prevent criminals from doing so.
What really kills, the gun or the person carrying it?",disagreed
"So people shouldn't have the capacity to defend themselves?

Well, as a child raised by ex-criminals on both sides of my family I can tell you that we would never purchase guns from the store or pawn shops. The best way to acquire guns is via yard sales, or have a person buy the gun for you, that way your name doesn't show on the paper work. Seriously, who is stupid enough to follow gun regulations at face value and get their name attached to a model of firearm? That's just asking for trouble.
Did I mention black market arms dealers? They aren't THAT hard to find.
Also, why in god's name would you steal a gun from an armed house? That's the riskiest thing to do, because you need to know where it's hidden and you always risk being caught in the process by the armed owner.",disagreed
"Many people feel this way.

Simple answer, really. Fun. Why did I build a flamethrower when I was a kid in school? Why do young boys make pipe bombs and enjoy firecrackers? It's fun. Lighting things on fire and blowing stuff up is fun, and having powerful guns is especially so.

Because some of us are drawn to big weapons and would like to see one, and on the down low you can make grenades or buy them and launch them in no-man's land.
What ever happened to just accepting that some of us like to shoot things, blow things up, etc? It's good, clean fun and nobody is hurt from it.
Culture of fear maybe?",disagreed
"With a gun? No.

I see, so banning guns just stops law abiding citizens from having them, yet your family of criminals buys them from people who legally obtained them, or has them legally obtained for them. That makes sense.

Why? I don't know, ask some of the people who stole 1.7 million guns between 1993 and 2002.
Is it really that difficult to case a house for a couple days and figure out when somebody's at work? I don't even come from a family of criminals and I'm sure I'd have no problem doing this.",disagreed
"Because...? It's scary to you?

Laws change through the years, but stockpiles of firearms are decades old. You buy what existed before the laws came into effect. It's obvious stuff.
Of course, you can still believe that banning guns or imposing stiff regulations on them will make them vanish, if that makes you happy or comfortable. It's not true, however.

So less than 1% of your 300 million firearms are stolen, this must be the primary way to obtain illegal firearms.

It's just not really a bright idea to use this method when yard sales are safer and won't get you spotted by neighbors. Yeah, I KNOW you can figure out when the guy leaves his house, but why spend days figuring out someone's patterns of behaviour when you can have someone buy a gun at a store for you, or pick one up anonymously at a yard sale?",disagreed
"No because they didn't actually exist at the time. But the reason for the second amendment is so that we will be able to protect ourselves from the government if we need to. If guns such as M-16's and AK-47's are restricted to government use, then who's more powerful? The people or the government? The fact that someone has a gun is not the point of the second amendment. It's the right to have a weapon to defend ourselves from the government that will tell us we don't need them.
If you gave the average person a grenade or an AK-47, what do you think they will do with it? There's a misconception that they will go mad and shoot everything in sight, when really they will probably lock it away.
Now tell me, what would be more useful during a home invasion: the AK-47 or a hunting rifle?",disagreed
"The founding fathers didn't envision phones, or television, or the internet, should our first amendment rights be limited to things they had like print, and speech?",disagreed
"You make a good point on the home invasion thing but how often does that actually happen?
I don't have any stats but I'm pretty sure there are a lot more accidental deaths from Timmy grabbing dad's AK and playing cowboys and indians with the neighbor kids than dad using it to stop a home invasion, and if a home invasion is reason for buying it why wouldn't a handgun do the trick?",disagreed
"These weapons require a specific, and very expensive, permit to own. So if a man is shot with an m16 or ak47, it would be very easy for authorities to find everyone in the city who owns them and see who did it. Adding to that, People who would go on a killing rampage would not be able to obtain a license to carry these weapons.",disagreed
"What are you saying? That people desire to kill a burglar, or that people desire to protect their family?

So that means that people oughtn't have the right to protect themselves when a break-in does occur?

But it can happen.
A large portion of the people I know have been robbed.

What is wrong with this argument?

And if those 300,000,000 guns were taken away, what would come of the millions of illegally owned firearms?

That's quite the exaggeration

Many places.",disagreed
"What does fund matter when safety is involved?

How did you do it, pray tell!

I don't know; I never did. However, I'd be interested in knowing how to do so.

Both of which are extremely dangerous, however. If you are arguing that the danger/power is fun, I could say the same thing for rape or murder, depending on the person.

They are aesthetically pleasant.

How many people actually know how to make them?

Some of us? Are you saying that you are like this? If so, this is a side of you I've never seen: the human side.

Mainly since the '90s.
I'd say somewhere around the mid-90s: Amber Hagerman, JonBenet Ramsey - the media paid too much attention to these child-murders and people came to accept them as normal.",agreed
"Yes, and they are trying to do so in quite an absurd manner.

Usually it does. That's the problem with not being an American.

That was the old way! Modern Americans hardly even know about the Revolutionary War.

It does, doesn't it? You'd think that people would realize this.

Mainly progressives. They're the exact opposite of libertarians.

Which is the reason that the ""right to bear arms"" was included in the first point.
*However, you didn't really cover accidental deaths in your ""accidental deaths"" section. Wouldn't more lives be saved by taking away all of America's legally owned guns?",agreed
See liberty or death. The liberty of all overshadows the deaths of few.,agreed
"Exactly, which is why anyone with half a brain obtains these guns from shadowy sources, if they intend to commit a crime.",agreed
"It failed due to the fuel not being volatile enough. My parents wouldn't let me manufacture anything more volatile. We had many arguments over these kinds of things, because I was always either planning to create dangerous chemicals, or was on the verge of killing myself by creating dangerous things in the name of curiosity and experimentation.
In hindsight I was fortunate to have them watching over me.

It's all pretty easy to figure out on your own, though.

Maybe, but they hurt a non-consenting party.

Again, not very hard to figure out.

Don't kid yourself.

Yeah. It really made child abduction and murder so much more difficult to accomplish.",agreed
"Parents! Always holding their prodigies back!

My curiosity was found in books. In hindsight, I`d say I was much better off.

As can those types of weapons. A flamethrower - however powerful it was - if used in the right location, could cause anything from mild damage to a forest fire.

No.
It is still extremely rare. It has always been rare.
Children, in Britain at least, are - I think the number was fifty times - more likely to die inside the house than outside. Child abduction is still nearly unheard of. Most cases of missing children, the child is a runaway. Family abduction accounts for most of the abduction cases. A couple thousand are abducted by strangers each year. How many children are in the country? 60,000,000+. They don't have much to fear.
Also, they`d be safer if more of them played outside. Who is going to abduct a child in the midst of twenty or thirty+ friends?",agreed
"You have no idea. I wanted to make a plasma cannon but no one would help me with the necessary components. Plus I kept designing bombs.
I was a troubled child, obviously.

Oh, I read too, entirely non-fiction. It took a lot of persuasion for me to finally start reading fiction. It didn't help that my interests gave me acid burns and powder burns. Try explaining that to the ER: your child has burnt hands from black powder flashback. Yeah, you were better off not looking into these things.

Most technologies we take for granted are as destructive, but we allow them. We should be able to enjoy these weapons.

I was being sarcastic, like ""Drat! Now we can't abduct children anymore to test our latest smallpox vaccine.""",agreed
"Well how often does that happen? The death toll is below fifty a year. Not only am I talking about home invasion, but the general store robberies, madmen in public areas, etc. The death toll for them is above 300!

Some people aren't comfortable enough with a gun like that. If they had something like an AK-47 what right does the government have to take his right away? I have a strong doubt he/she is going to go on a killing spree with it. The government is there to support and protect rights, not take them away. We cannot rely on the government for all our protection, which is why the right to bear arms was put in place. I understand a natural instinct that says more gun control reduces crime, but people need to look at the actual stats!",disagreed
"That's exactly the point! The fact that it is so hard to obtain a gun has created the statistic of 80 percent of all gun crimes committed with illegal firearms. Not only that, the good people who abide by the law cannot protect themselves?",disagreed
"Dumb humanoids.

All children are trouble.

Mostly non-fiction.

I enjoyed the occasional fiction tale - modern, that is - however, I found them dreadfully difficult to complete.

Precisely my argument against cars.

There is a difference, however: the only purpose for weapons is to - you're smart enough to figure this one out, aren't you - whereas, say, vehicles - whilst they can do grievous damage - also have benefits.

Well, you've always got 9disabled children to test it on.](http://en.wikipedia.org/wiki/Willowbrook_State_School)",agreed
"I just lacked interest. I thank my teachers however for pressuring me into fiction because it opened my mind to many great authors.

Cars have utilities and disadvantages. Flamethrowers too, though the list of utilities is shorter. They aren't only for killing.",agreed
I support this point. Criminals could really give a fuck less what the laws are. They'll get laundered guns anyways.,agreed
"Hey quick question for you...why were these weapons made? They were made for the government, the same government that wants to take them away. P.S. I have many guns and as I stated before the only time have pulled the trigger on any gun for violence was for the government. You folks that think your political party can be trusted are sadly mistaken.",disagreed
"Many reasons. The answers range from war to genocide to hunting to law enforcement to self protection.

That's not their only purpose and it's not that simple.

I often wonder how one can live with themselves after turning a gun upon someone else.

You're mistaken if you think this comment applies to me.",disagreed
"Unfortunately our government has set it up so that we cannot overthrow them, even though it is well within our rights (if not our requirement) as described in the Declaration of Independence.
""...Governments are instituted among Men, deriving their just powers from the consent of the governed, That whenever any Form of Government becomes destructive of these ends, it is the Right of the People to alter or to abolish it, and to institute new Government, laying its foundation on such principles and organizing its powers in such form, as to them shall seem most likely to effect their Safety and Happiness"".
Our forefathers were truly amazing men.",agreed
"Actually it applies worldwide, but most western countries have populations that are fearful and spineless (I'm looking at you Britain, Australia and Canada), so America is one of the few modern nations where owning and operating guns isn't so heavily regulated, and the population has strong, vocal support for it.",agreed
"Nope. There have been hundreds of thousands of cases in which people have defended themselves or others with guns. Look up this link below.
http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1071444/ 
And comparing Australia with the United States is like comparing apples and oranges. The Australian government is a lot different than the one in the United States. You can't conclusively say that guns are the main factor.",disagreed
"So you want to legalize all drugs too, right? I mean, after all, if someone can't buy heroine from a supermarket, they're just going to go to the black market anyways.",disagreed
"Nope. There's a difference. Using drugs will screw up a person's mind and potentially make them do bad things. A gun will not. It's simply a tool, not anything that will alter a person.",disagreed
"Using a gun could screw up someone's mind. Absolute power corrupts absolutely, remember? But you are right, a gun is just a tool. It is not dangerous, as long as the people holding it don't have evil intentions. And so making automatic weapons legal will decrease the amount people who have evil intentions and wish to have automatic weapons how?",disagreed
"Cars have the power to kill people. In fact, a lot more cars kill people than guns do. Should we ban cars too? What about kitchen knives? Or tire irons? Under you're premise, having a deadly tool can alter someone's mind, so we should get rid of them since they can kill people. And for your second point, most people who want guns for evil intentions don't buy them from a gun shop. They buy them ""under the table"" so to speak. The legality of weapons doesn't matter to a criminal. If they really want an automatic weapon, they'll find a way to get one. It makes no sense to bar them from our law abiding citizens.",disagreed
"I just can't follow the leap in logic that if criminals have/will acquire automatic weapons, law abiding citizens need to have automatic weapons as well. There's just not really a logical purpose for an automatic weapon in a domestic environment.",disagreed
"If criminals have more firepower than the law abiding citizen, it becomes a problem because it puts the potential victim at a disadvantage. There are many instances in which an automatic weapon would be more effective against multiple targets than a semi auto. Gang break-ins for instance. Occasionally in gang related intrusions, several intruders may break in at a time. If they are grouped together, which they usually are, a full auto will take care of them quite nicely.",disagreed
"What you are doing is making an (unreasonable, violent) solution to a problem that may be prevented from happening in the first place through other, better, nonviolent manners. You could have an alarm system for your house, you could have neighborhood watch-people, you could have a guard dog, you could help fund local school systems that will keep teens out of crime while simultaneously giving them an education. Instead of promoting a radical, deadly solution to these kinds of problems, try to use some common sense. You don't need to fight fire with fire. Sometimes water will do just fine.",disagreed
"Alarms systems don't always run a criminal out of your house, and it often takes several minutes for police to respond. Neighborhood watches and school systems are ineffective in a similar fashion. They reduce the likelihood of a break in, but they don't help much once it's already happening. When it does happen and someone gets into your home with hostile intentions, the safest thing to do is to kill them. Preferably with a weapon effective for the task.",disagreed
"><
1. You linked a survey. We all know gun advocates think they're Dirty Harry, find some police stats... you won't be able to.
2. The survey you linked is not about automatic firearms. Even if you are dirty Harry, it only takes one bullet to stop an intruder, not 100.
As for comparisons, you can compare Australia becaue they have a similar socio-political make-up, which is the primary contributor to crime. Other countries with a similar socio-political make-up include the Scandinavian countries, Canada, England, and France - all of which show similar results with greater gun control laws.
Now, you can argue the legitimacy of a handgun, hunting rifle, etc, and I would say it should be a local issue in each case (ie South Central Chicago might want different laws than rural Alabama).
What you cannot do is say that having a oozi is self-protection. It is in the best case overkill, in the worst case a criminal who just has not been caught yet.",disagreed
"Ok, for the sake of discussion, lets throw out the survey. Why is it so hard to believe being armed and knowing how to use your weapons effectively will make you safer?
The reason you can't compare the United States and Australia on the subject of guns is because it won't produce clean results. In order to accurately compare or test a variable, the variable must be the only thing that changes. The United States and Australia have different laws and different governments, so it's impossible to derive a conclusive result about one variable. Furthermore, the socio-political makeup is different in the United States. Countries like Australia, Canada, England, and France all have a lot more socialism for instance.
Part of my argument for this is common sense. If a criminal is lawless enough to use a weapon for malicious purposes, will he really care about the legality of his weapons? There's always a black market to turn to almost anywhere in the world. Also, guns aren't the only way violence can be carried out. If people really want to hurt other people, they'll find a way to do it.
I agree with you that gun laws should be a local issue.
In some cases, an automatic weapon is more effective than a semi auto for self defense (such as when several intruders break into a home at once, or when someone breaks in with armor). I know these cases are very rare, but they do happen occasionally. And when they do, an oozi is in fact a sensible choice. That's why the military uses automatic M-16s.",disagreed
"A lot of things are common sense.
The numbers show that one who owns a gun is far more likely to accidently shoot himself, or have a child who figures out a way to shoot themself, then to ever encounter an intruder. Home intrusions where the owner is home are less common than accidental shootings, that's a fact.
I have no problem with guns, in fact I like them. I live though 2 blocks from the LV strip, and I would ""feel"" safer knowing it was hard for my neighbors to get their hands on a gun, than I would with one of my own.
Very few gun control advocates advocate total gun control, that is a strawman the NRA made up. Most gun control advocates simply want local municipalities to be allowed to look at the numbers and say ""okay, you can have a handgun but not an automatic"" in such and such a community, ""you can carry whatever you want in this community"" or if you're in the middle of the ghetto, maybe you can only own a hunting rifle.
I see nothing wrong with this.",disagreed
